1,1,0.00020348,0.73183,-0.8121,0.47831,7.2379,0.52997,-0.084624,1.0058,3
1,2,2.0648e-05,-0.12528,0.3812,-0.99335,6.668,-1.2936,0.75578,-1.0151,2
1,3,6.9261e-05,-0.38789,1.2859,1.4557,7.7439,0.9737,0.99815,2.2714,2
1,4,0.00382,-0.6957,1.7385,0.045094,4.6906,-0.26251,-0.029154,-0.66998,1
1,5,0.00041097,1.6117,0.72081,1.1896,8.2069,1.3603,0.48741,0.39726,3
1,6,0.0033138,-0.2187,-0.67253,-0.02373,3.8947,-1.5812,-0.88395,-0.67747,2
1,7,9.6345e-06,-2.088,1.4045,0.45286,5.8449,0.11115,1.2129,1.809,1
1,8,0.0012312,0.62619,-0.055856,0.31169,5.4759,1.3873,-0.58557,-0.36394,3
1,9,1.1593e-05,0.13895,-0.66981,-0.036492,7.8192,1.3204,1.0949,0.79552,2
1,10,7.8177e-05,-1.237,1.1062,0.17379,5.8043,-0.45005,0.61211,1.1236,1
1,11,0.0010925,1.0193,-0.86913,-0.40664,7.3388,1.1562,0.20564,-0.05619,3
1,12,0.00011943,-0.66319,0.10004,-0.83592,5.3186,-0.6261,-0.042404,-0.97346,1
1,13,2.573e-05,-0.26304,-0.30532,-0.77792,5.796,-0.013292,0.061349,0.13788,2
1,14,0.41748,2.5093,-0.99944,0.76944,6.1817,2.732,-0.7774,0.51847,3
1,15,0.00033282,1.1289,-0.22026,0.84701,7.487,0.70538,0.026321,0.18558,3
1,16,0.00069086,1.056,0.3774,-0.73326,7.1522,1.7483,1.7428,0.58189,3
1,17,0.013258,0.70347,1.4022,1.2404,5.4102,1.741,0.64129,0.64633,3
1,18,9.2151e-05,0.60005,0.11505,1.106,7.0672,0.45187,1.0165,2.2623,3
1,19,0.00035086,1.3214,-1.7846,0.062791,7.634,0.8258,-0.32944,1.2107,3
1,20,1.6492e-06,-2.8966,0.8431,-1.062,4.4116,-1.0219,-0.034024,0.032525,1
2,1,0.002179,-0.31265,1.1524,2.2302,6.633,0.67732,0.57742,2.2548,2
2,2,4.8314e-06,-1.2794,-0.75095,-3.2892,5.6971,-0.60546,0.13504,-1.5594,1
2,3,8.835e-05,-1.3401,-0.24272,-2.1245,4.7967,-0.1517,0.46388,-0.84781,1
2,4,0.036704,1.9244,-0.46561,1.0971,8.3757,1.195,-0.77854,0.2,3
2,5,0.00030917,-1.046,-1.6546,-3.0868,3.8146,-1.0579,-0.86562,-1.3168,1
2,6,0.004536,0.76735,-1.2274,-0.025228,6.0708,0.83301,0.086456,-0.68538,3
2,7,0.00040447,-0.32351,0.64697,0.007057,7.4675,0.96301,1.2685,1.2019,2
2,8,3.8122e-05,-0.23378,0.12207,-0.57189,8.3397,-0.46547,1.6591,1.2183,2
2,9,0.0034027,-0.32963,1.294,0.82184,5.8271,-0.47399,0.60932,0.17783,2
2,10,0.0018157,-0.005897,-1.5314,-1.3678,4.1068,1.3473,-0.6219,-1.1897,2
2,11,0.0055636,0.42407,1.147,-0.45634,6.3054,0.4643,-0.29344,-1.3611,3
2,12,0.11329,1.2267,-1.1733,0.86639,5.245,0.61905,-0.4217,0.89314,3
2,13,0.00082096,0.014162,0.19117,0.90354,5.1998,-0.15956,-1.5235,0.091276,2
2,14,0.0013305,0.5697,-1.6659,-2.3046,5.1962,0.12304,1.1827,-1.0112,3
2,15,0.0042669,-0.89578,1.2151,-0.40474,4.0003,-2.4654,0.84205,-0.88241,1
2,16,0.0030817,0.50959,-1.6962,0.72353,5.7605,-0.21379,-1.7394,0.96484,3
2,17,7.2748e-06,-1.5711,-0.43376,-0.51794,7.3937,0.22583,-0.85377,1.1895,1
2,18,8.5167e-06,-0.69275,0.087123,-1.2188,7.781,1.4073,1.2797,1.2129,1
2,19,0.0030353,0.80962,-0.79339,-0.35308,6.25,0.86844,-0.061925,-0.16728,3
2,20,1.5041e-05,-0.79288,0.43474,0.19199,7.271,-0.95604,1.4469,0.75228,1
3,1,3.785e-05,-1.0447,0.089106,0.027829,5.5238,0.23206,-0.053228,1.7078,1
3,2,0.00079996,-1.2456,0.41246,-0.14602,3.9494,-2.4564,-0.018931,1.0595,1
3,3,0.0035027,0.15889,0.33547,0.42579,4.8259,-0.27546,-0.50558,0.32334,2
3,4,0.0001516,-1.3405,-1.1766,-1.6225,5.1473,-1.2293,-0.55796,-1.2595,1
3,5,0.16404,0.70092,1.1731,2.3238,6.6741,-0.38242,0.33823,0.76973,3
3,6,0.004246,0.27737,-1.3147,-1.4122,5.0056,0.22689,-1.1565,-1.4,2
3,7,0.0001508,-0.8154,2.4632,0.82429,7.4672,0.59005,0.65654,0.8811,1
3,8,0.0011213,0.91884,-0.63601,-0.17146,6.7509,-0.014306,1.0532,-0.21786,3
3,9,0.00028879,0.053971,1.5057,0.095696,6.7748,0.64137,0.98633,-0.71362,2
3,10,0.013483,-0.38397,-0.28774,-0.95736,4.0351,-1.0759,-0.64667,0.12593,2
3,11,0.005862,1.3545,-1.3624,0.61772,8.1771,0.16036,0.50477,0.78406,3
3,12,0.00033296,-0.079409,-0.70485,0.051877,7.0406,0.12012,0.44815,1.057,2
3,13,2.9157e-05,-0.87987,0.18494,0.34851,6.4225,-0.7435,0.059553,0.34098,1
3,14,0.011199,0.33689,0.47621,0.01842,5.0517,0.31443,-0.86743,-0.55108,2
3,15,2.1773e-05,-0.053199,-1.3339,0.57204,6.7928,-0.29553,0.77937,1.922,2
3,16,0.002585,-0.25432,-0.15534,-0.018591,4.248,-0.97271,-0.66588,0.71315,2
3,17,0.0059819,0.12976,-0.13592,0.23479,3.9636,-1.5459,-1.2106,-0.58997,2
3,18,6.104e-05,0.67404,0.22561,1.2577,9.375,1.8559,1.048,1.6036,3
4,1,0.010186,0.55501,-1.5916,-1.2619,3.6033,-1.1611,-0.52268,-1.1061,3
4,2,0.013213,0.84409,-0.54584,0.52024,4.9936,0.0021634,0.59991,1.5688,3
4,3,0.00045321,0.39209,0.28288,0.51838,6.497,0.7504,0.68795,0.11611,3
4,4,0.00023105,-0.34459,0.34321,1.0641,7.2936,-0.45987,0.21602,1.6902,2
4,5,0.00023238,0.93985,-2.1158,-1.9442,6.6794,0.80036,0.058625,0.89412,3
4,6,0.00010619,-1.4353,-0.40096,-0.43061,4.4391,-1.1287,-0.90597,0.93489,1
4,7,0.0060153,1.0646,-1.4066,-0.29742,5.4859,-0.26385,-0.756,-0.93188,3
4,8,0.00013561,-1.3529,1.754,0.56772,5.291,-0.47539,1.0279,-0.46514,1
4,9,0.011556,0.68413,-0.81323,-0.054484,4.5662,1.1235,-0.50525,0.7605,3
4,10,0.27467,1.4009,0.34551,0.75421,4.3983,-0.64203,0.65993,-1.284,3
4,11,0.0097431,-0.076865,1.8484,0.49856,3.8662,-1.576,-0.20575,-2.6275,2
4,12,0.017336,1.7473,-1.5703,-0.22505,5.4105,-0.5945,0.61887,0.72559,3
4,13,2.8401e-05,-0.78494,-0.38864,-1.399,5.5502,0.74945,-0.39254,0.12167,1
4,14,0.011879,1.8282,-1.4814,-0.75492,7.0524,1.7069,0.54107,-0.4023,3
4,15,0.0014243,-0.89167,2.2896,1.0185,5.051,-1.4762,1.4541,1.1611,1
4,16,0.00063904,-0.51297,0.9868,-0.89222,5,-1.3869,0.81573,-1.7082,1
5,1,1.5279e-05,0.13268,-0.98067,-1.1483,6.3591,1.9072,0.85865,0.56015,2
5,2,0.00057198,1.2622,-1.583,-0.32348,5.6658,1.5952,-0.24598,0.20759,3
5,3,3.894e-05,-1.1391,0.13502,0.15299,4.4331,0.857,-0.85597,0.81786,1
5,4,2.0374e-05,0.19687,-0.99105,-1.4009,7.5205,0.9814,-0.017917,-0.94613,2
5,5,0.00208,-0.30264,0.027935,-0.67229,3.5331,-1.1116,0.45797,-0.57626,2
5,6,3.2631e-06,-2.9852,0.89154,-0.66871,5.7584,-2.4257,1.3632,0.4379,1
5,7,1.7446e-05,-1.2022,1.2558,0.85318,5.6829,-0.75724,-0.32419,1.2729,1
5,8,0.55829,1.5721,-1.0899,1.4618,4.0264,0.04182,-2.2085,-0.28728,3
5,9,4.0921e-05,-0.19103,1.0586,0.029618,6.0824,-0.48351,2.1704,0.67437,2
5,10,3.3008e-05,0.40426,0.0043566,0.28315,6.4622,-0.98296,1.2342,0.03882,3
5,11,1.523e-05,-0.44367,0.35131,0.84457,6.3637,0.58622,0.70749,1.5153,2
5,12,8.5631e-06,-0.41676,0.28458,-0.73198,5.7017,-0.62585,0.16822,-0.69184,2
5,13,4.6363e-06,-0.977,0.20988,0.0078087,6.938,0.01088,0.015284,2.1382,1
5,14,0.22742,0.84953,0.21322,-0.35897,2.6782,0.5104,0.74056,-0.38918,3
5,15,1.5505e-05,0.42257,1.0705,1.1479,8.8309,1.6794,0.88699,1.4809,3
5,16,0.0015447,0.10943,0.29714,1.3129,4.5642,-1.4937,1.3234,1.0693,2
